scinam,syid
phalacrocorax auritus,935
phalacrocorax aristotelis,936
phalacrocorax fuscescens,937
phalacrocorax fuscicollis,938
phalacrocorax sulcirostris,939
phalacrocorax varius,940
phalacrocorax carbo,941
phalacrocorax lucidus,942
phalacrocorax capillatus,943
phalacrocorax capensis,944
phalacrocorax nigrogularis,945
phalacrocorax magellanicus,946
leucocarbo bougainvillii,947
phalacrocorax bougainvillii,947
phalacrocorax bougainvilliorum,947
leucocarbo atriceps,948
phalacrocorax atriceps,948
phalacrocorax albiventer,949
leucocarbo georgianus,950
phalacrocorax georgianus,950
leucocarbo bransfieldensis,951
phalacrocorax bransfieldensis,951
leucocarbo nivalis,952
phalacrocorax nivalis,952
leucocarbo melanogenis,953
phalacrocorax melanogenis,953
leucocarbo purpurascens,954
phalacrocorax purpurascens,954
leucocarbo verrucosus,955
phalacrocorax verrucosus,955
leucocarbo carunculatus,956
phalacrocorax carunculatus,956
leucocarbo chalconotus,957
phalacrocorax chalconotus,957
leucocarbo onslowi,958
phalacrocorax onslowi,958
leucocarbo campbelli,959
phalacrocorax campbelli,959
leucocarbo colensoi,960
phalacrocorax colensoi,960
leucocarbo ranfurlyi,961
phalacrocorax ranfurlyi,961
anhinga melanogaster,962
anhinga rufa,963
anhinga novaehollandiae,964
anhinga anhinga,965
cathartes aura,966
cathartes burrovianus,967
cathartes melambrotus,968
coragyps atratus,969
sarcoramphus papa,970
gymnogyps californianus,971
vultur gryphus,972
sagittarius serpentarius,973
pandion haliaetus,974
pandion cristatus,975
elanus caeruleus,976
elanus axillaris,977
elanus notatus,977
elanus leucurus,978
elanus scriptus,979
gampsonyx swainsonii,980
chelictinia riocourii,981
polyboroides typus,982
polyboroides radiatus,983
gypohierax angolensis,984
gypaetus barbatus,985
neophron percnopterus,986
eutriorchis astur,987
leptodon cayanensis,988
leptodon forbesi,989
chondrohierax uncinatus,990
chondrohierax wilsonii,991
pernis apivorus,992
pernis ptilorhynchus,993
pernis ptilorhyncus,993
pernis celebensis,994
pernis steerei,995
elanoides forficatus,996
lophoictinia isura,997
hamirostra melanosternon,998
aviceda cuculoides,999
aviceda madagascariensis,1000
aviceda jerdoni,1001
aviceda subcristata,1002
aviceda leuphotes,1003
henicopernis longicauda,1004
henicopernis infuscata,1005
henicopernis infuscatus,1005
necrosyrtes monachus,1006
gyps africanus,1007
gyps bengalensis,1008
gyps indicus,1009
gyps tenuirostris,1010
gyps rueppelli,1011
gyps rueppellii,1011
gyps himalayensis,1012
gyps fulvus,1013
gyps coprotheres,1014
aegypius calvus,1015
sarcogyps calvus,1015
aegypius occipitalis,1016
trigonoceps occipitalis,1016
aegypius monachus,1017
aegypius tracheliotus,1018
torgos tracheliotos,1018
torgos tracheliotus,1018
spilornis cheela,1019
spilornis minimus,1020
spilornis klossi,1021
spilornis kinabaluensis,1022
dendrocolaptes concolor,4929
spilornis rufipectus,1023
spilornis holospilus,1024
spilornis elgini,1025
pithecophaga jefferyi,1026
circaetus gallicus,1027
circaetus beaudouini,1028
circaetus pectoralis,1029
circaetus cinereus,1030
circaetus fasciolatus,1031
circaetus cinerascens,1032
circaetus spectabilis,1033
dryotriorchis spectabilis,1033
terathopius ecaudatus,1034
machaerhamphus alcinus,1035
macheiramphus alcinus,1035
harpyopsis novaeguineae,1036
morphnus guianensis,1037
harpia harpyja,1038
nisaetus cirrhatus,1039
spizaetus cirrhatus,1039
nisaetus limnaeetus,1040
nisaetus floris,1041
nisaetus nipalensis,1042
spizaetus nipalensis,1042
nisaetus kelaarti,1043
nisaetus alboniger,1044
spizaetus alboniger,1044
nisaetus bartelsi,1045
spizaetus bartelsi,1045
nisaetus lanceolatus,1046
spizaetus lanceolatus,1046
nisaetus philippensis,1047
spizaetus philippensis,1047
nisaetus pinskeri,1048
spizaetus pinskeri,1048
nisaetus nanus,1049
spizaetus nanus,1049
spizaetus tyrannus,1050
spizaetus melanoleucus,1051
spizastur melanoleucus,1051
spizaetus ornatus,1052
oroaetus isidori,1053
spizaetus isidori,1053
stephanoaetus coronatus,1054
hieraaetus kienerii,1055
lophotriorchis kienerii,1055
polemaetus bellicosus,1056
lophaetus occipitalis,1057
ictinaetus malaiensis,1058
ictinaetus malayensis,1058
aquila pomarina,1059
clanga pomarina,1059
aquila hastata,1060
clanga hastata,1060
aquila clanga,1061
clanga clanga,1061
aquila wahlbergi,1062
hieraaetus wahlbergi,1062
hieraaetus pennatus,1063
hieraaetus morphnoides,1064
hieraaetus weiskei,1065
hieraaetus ayresii,1066
hieraaetus dubius,1066
aquila rapax,1067
aquila nipalensis,1068
oncostoma spodiops,5515
aquila adalberti,1069
aquila heliaca,1070
aquila gurneyi,1071
aquila chrysaetos,1072
aquila audax,1073
aquila verreauxii,1074
aquila africana,1075
aquila africanus,1075
spizaetus africanus,1075
aquila fasciata,1076
aquila fasciatus,1076
hieraaetus fasciatus,1076
aquila spilogaster,1077
hieraaetus spilogaster,1077
harpagus bidentatus,1078
harpagus diodon,1079
kaupifalco monogrammicus,1080
melierax gabar,1081
micronisus gabar,1081
melierax metabates,1082
melierax poliopterus,1083
melierax canorus,1084
urotriorchis macrourus,1085
accipiter buergersi,1086
erythrotriorchis buergersi,1086
accipiter radiatus,1087
erythrotriorchis radiatus,1087
accipiter doriae,1088
megatriorchis doriae,1088
accipiter superciliosus,1089
hieraspiza superciliosa,1089
accipiter collaris,1090
hieraspiza collaris,1090
accipiter trivirgatus,1091
lophospiza trivirgata,1091
accipiter griseiceps,1092
lophospiza griseiceps,1092
accipiter poliogaster,1093
accipiter toussenelii,1094
tachyspiza toussenelii,1094
accipiter tachiro,1095
tachyspiza tachiro,1095
accipiter castanilius,1096
tachyspiza castanilius,1096
accipiter badius,1097
tachyspiza badia,1097
accipiter butleri,1098
tachyspiza butleri,1098
accipiter brevipes,1099
tachyspiza brevipes,1099
accipiter soloensis,1100
tachyspiza soloensis,1100
accipiter francesiae,1101
accipiter francesii,1101
tachyspiza francesiae,1101
accipiter trinotatus,1102
tachyspiza trinotata,1102
accipiter novaehollandiae,1103
tachyspiza novaehollandiae,1103
accipiter hiogaster,1104
tachyspiza hiogaster,1104
accipiter fasciatus,1105
tachyspiza fasciata,1105
accipiter melanochlamys,1106
tachyspiza melanochlamys,1106
accipiter albogularis,1107
tachyspiza albogularis,1107
accipiter haplochrous,1108
tachyspiza haplochroa,1108
cladorhynchus leucocephala,1515
accipiter rufitorques,1109
tachyspiza rufitorques,1109
accipiter henicogrammus,1110
tachyspiza henicogramma,1110
accipiter luteoschistaceus,1111
tachyspiza luteoschistacea,1111
accipiter imitator,1112
tachyspiza imitator,1112
accipiter poliocephalus,1113
tachyspiza poliocephala,1113
accipiter princeps,1114
tachyspiza princeps,1114
accipiter erythropus,1115
tachyspiza erythropus,1115
accipiter minullus,1116
tachyspiza minulla,1116
accipiter gularis,1117
tachyspiza gularis,1117
accipiter virgatus,1118
tachyspiza virgata,1118
accipiter nanus,1119
tachyspiza nana,1119
accipiter erythrauchen,1120
tachyspiza erythrauchen,1120
accipiter cirrhocephalus,1121
accipiter cirrocephalus,1121
tachyspiza cirrocephala,1121
accipiter brachyurus,1122
tachyspiza brachyura,1122
accipiter rhodogaster,1123
tachyspiza rhodogaster,1123
accipiter madagascariensis,1124
accipiter ovampensis,1125
accipiter nisus,1126
accipiter rufiventris,1127
accipiter striatus,1128
accipiter chionogaster,1129
accipiter ventralis,1130
accipiter erythronemius,1131
accipiter cooperii,1132
astur cooperii,1132
accipiter gundlachi,1133
astur gundlachi,1133
accipiter bicolor,1134
astur bicolor,1134
accipiter chilensis,1135
accipiter melanoleucus,1136
astur melanoleucus,1136
accipiter henstii,1137
astur henstii,1137
accipiter gentilis,1138
astur gentilis,1138
accipiter meyerianus,1139
astur meyerianus,1139
circus aeruginosus,1140
circus spilonotus,1141
circus spilothorax,1142
circus approximans,1143
circus ranivorus,1144
circus maillardi,1145
circus macrosceles,1146
circus buffoni,1147
circus assimilis,1148
circus maurus,1149
circus cyaneus,1150
circus hudsonius,1151
circus cinereus,1152
circus macrourus,1153
circus melanoleucos,1154
circus pygargus,1155
milvus milvus,1156
milvus migrans,1157
milvus lineatus,1158
milvus aegyptius,1159
haliastur sphenurus,1160
haliastur indus,1161
haliaeetus leucogaster,1162
icthyophaga leucogaster,1162
haliaeetus sanfordi,1163
icthyophaga sanfordi,1163
haliaeetus vocifer,1164
icthyophaga vocifer,1164
haliaeetus vociferoides,1165
icthyophaga vociferoides,1165
haliaeetus leucoryphus,1166
haliaeetus albicilla,1167
haliaeetus leucocephalus,1168
haliaeetus pelagicus,1169
haliaeetus humilis,1170
ichthyophaga humilis,1170
icthyophaga humilis,1170
haliaeetus ichthyaetus,1171
ichthyophaga ichthyaetus,1171
icthyophaga ichthyaetus,1171
butastur rufipennis,1172
butastur teesa,1173
butastur liventer,1174
butastur indicus,1175
ictinia mississippiensis,1176
ictinia plumbea,1177
busarellus nigricollis,1178
rostrhamus sociabilis,1179
helicolestes hamatus,1180
rostrhamus hamatus,1180
geranospiza caerulescens,1181
cryptoleucopteryx plumbea,1182
leucopternis plumbea,1182
leucopternis plumbeus,1182
buteogallus schistaceus,1183
leucopternis schistacea,1183
leucopternis schistaceus,1183
buteogallus anthracinus,1184
buteogallus subtilis,1185
buteogallus gundlachii,1186
buteogallus aequinoctialis,1187
buteogallus meridionalis,1188
buteogallus lacernulatus,1189
leucopternis lacernulata,1189
leucopternis lacernulatus,1189
buteogallus urubitinga,1190
buteogallus solitarius,1191
harpyhaliaetus solitarius,1191
buteogallus coronatus,1192
harpyhaliaetus coronatus,1192
leucopternis princeps,1193
morphnarchus princeps,1193
buteo magnirostris,1194
rupornis magnirostris,1194
parabuteo unicinctus,1195
buteo leucorrhous,1196
parabuteo leucorrhous,1196
buteo albicaudatus,1197
geranoaetus albicaudatus,1197
geranoaetus polyosoma,1198
buteo poecilochrous,1199
geranoaetus melanoleucus,1200
leucopternis polionota,1201
leucopternis polionotus,1201
pseudastur polionotus,1201
leucopternis albicollis,1202
pseudastur albicollis,1202
leucopternis occidentalis,1203
pseudastur occidentalis,1203
leucopternis semiplumbea,1204
leucopternis semiplumbeus,1204
leucopternis melanops,1205
leucopternis kuhli,1206
asturina plagiata,1207
buteo plagiatus,1207
asturina nitida,1208
buteo nitidus,1208
buteo lineatus,1209
buteo ridgwayi,1210
buteo platypterus,1211
buteo albigula,1212
buteo brachyurus,1213
buteo solitarius,1214
buteo swainsoni,1215
buteo galapagoensis,1216
buteo albonotatus,1217
buteo jamaicensis,1218
buteo ventralis,1219
buteo regalis,1220
buteo lagopus,1221
buteo hemilasius,1222
buteo japonicus,1223
buteo burmanicus,1224
buteo refectus,1224
buteo rufinus,1225
buteo bannermani,1226
buteo socotraensis,1227
buteo buteo,1228
buteo trizonatus,1229
buteo oreophilus,1230
buteo archeri,1231
buteo auguralis,1232
buteo brachypterus,1233
buteo augur,1234
buteo rufofuscus,1235
otis tarda,1236
ardeotis arabs,1237
choriotis arabs,1237
ardeotis kori,1238
choriotis kori,1238
ardeotis nigriceps,1239
choriotis nigriceps,1239
ardeotis australis,1240
choriotis australis,1240
chlamydotis undulata,1241
chlamydotis macqueenii,1242
ardeotis ludwigii,1243
neotis ludwigii,1243
ardeotis denhami,1244
neotis cafra,1244
neotis denhami,1244
neotis burchellii,1245
ardeotis heuglinii,1246
neotis heuglinii,1246
ardeotis nuba,1247
neotis nuba,1247
eupodotis senegalensis,1248
eupodotis caerulescens,1249
eupodotis vigorsii,1250
heterotetrax vigorsii,1250
eupodotis rueppelii,1251
eupodotis rueppellii,1251
heterotetrax rueppelii,1251
eupodotis humilis,1252
heterotetrax humilis,1252
eupodotis savilei,1253
lophotis savilei,1253
eupodotis gindiana,1254
lophotis gindiana,1254
eupodotis ruficrista,1255
lophotis ruficrista,1255
afrotis afra,1256
afrotis atra,1256
eupodotis afra,1256
afrotis afraoides,1257
eupodotis afraoides,1257
eupodotis melanogaster,1258
lissotis melanogaster,1258
eupodotis hartlaubii,1259
lissotis hartlaubii,1259
eupodotis bengalensis,1260
houbaropsis bengalensis,1260
eupodotis indica,1261
sypheotides indica,1261
sypheotides indicus,1261
tetrax tetrax,1262
mesitornis variegata,1263
mesitornis variegatus,1263
mesoenas variegata,1263
mesitornis unicolor,1264
mesoenas unicolor,1264
monias benschi,1265
cariama cristata,1266
chunga burmeisteri,1267
rhynochetos jubatus,1268
eurypyga helias,1269
sarothrura pulchra,1270
sarothrura elegans,1271
sarothrura rufa,1272
sarothrura lugens,1273
sarothrura lugeus,1273
sarothrura boehmi,1274
sarothrura affinis,1275
sarothrura lineata,1275
sarothrura antonii,1276
sarothrura insularis,1277
coturnicops ayresi,1278
sarothrura ayresi,1278
sarothrura watersi,1279
podica senegalensis,1280
heliopais personata,1281
heliopais personatus,1281
heliornis fulica,1282
himantornis haematopus,1283
canirallus oculeus,1284
canirallus kioloides,1285
mentocrex kioloides,1285
canirallus beankaensis,1286
coturnicops exquisita,1287
coturnicops exquisitus,1287
coturnicops noveboracensis,1288
coturnicops notata,1289
coturnicops notatus,1289
micropygia schomburgkii,1290
rallicula rubra,1291
rallina rubra,1291
rallicula leucospila,1292
rallina leucospila,1292
rallicula forbesi,1293
rallina forbesi,1293
rallicula mayri,1294
rallina mayri,1294
rallina tricolor,1295
rallina canningi,1296
rallina fasciata,1297
rallina eurizonoides,1298
anurolimnas castaneiceps,1299
rufirallus castaneiceps,1299
anurolimnas viridis,1300
laterallus viridis,1300
rufirallus viridis,1300
anurolimnas fasciatus,1301
laterallus fasciatus,1301
laterallus hauxwelli,1301
porzana fasciata,1301
rufirallus fasciatus,1301
laterallus melanophaius,1302
laterallus levraudi,1303
laterallus ruber,1304
laterallus albigularis,1305
laterallus exilis,1306
laterallus jamaicensis,1307
laterallus tuerosi,1308
laterallus spilonota,1309
laterallus spilonotus,1309
laterallus leucopyrrhus,1310
laterallus xenopterus,1311
gallirallus poecilopterus,1312
hypotaenidia poeciloptera,1312
nesoclopeus poeciloptera,1312
nesoclopeus poecilopterus,1312
gallirallus woodfordi,1313
hypotaenidia woodfordi,1313
nesoclopeus woodfordi,1313
gallirallus australis,1314
gallirallus troglodytes,1315
gallirallus calayanensis,1316
lewinia calayanensis,1316
gallirallus lafresnayanus,1317
tricholimnas lafresnayanus,1317
gallirallus sylvestris,1318
hypotaenidia sylvestris,1318
tricholimnas sylvestris,1318
gallirallus conditicius,1319
tricholimnas conditicius,1319
gallirallus okinawae,1320
hypotaenidia okinawae,1320
gallirallus torquatus,1321
hypotaenidia torquata,1321
rallus torquatus,1321
gallirallus insignis,1322
habropteryx insignis,1322
hypotaenidia insignis,1322
gallirallus pacificus,1323
hypotaenidia pacifica,1323
rallus ecaudata,1323
gallirallus philippensis,1324
hypotaenidia philippensis,1324
rallus philippensis,1324
gallirallus sharpei,1325
gallirallus owstoni,1326
hypotaenidia owstoni,1326
rallus owstoni,1326
gallirallus wakensis,1327
hypotaenidia wakensis,1327
rallus wakensis,1327
gallirallus rovianae,1328
hypotaenidia rovianae,1328
thinornis dubius,1555
gallirallus dieffenbachii,1329
hypotaenidia dieffenbachii,1329
nesolimnas dieffenbachii,1329
cabalus modestus,1330
gallirallus modestus,1330
gallirallus striatus,1331
lewinia striata,1331
rallus striatus,1331
diaphorapteryx hawkinsi,1332
gallirallus hawkinsi,1332
rallus longirostris,1333
rallus elegans,1334
rallus wetmorei,1335
rallus limicola,1336
rallus aequatorialis,1337
rallus semiplumbeus,1338
rallus antarcticus,1339
rallus aquaticus,1340
rallus indicus,1341
rallus caerulescens,1342
biensis madagascariensis,1343
rallus madagascariensis,1343
lewinia mirifica,1344
lewinia mirificus,1344
lewinia pectoralis,1345
rallus pectoralis,1345
lewinia muelleri,1346
rallus muelleri,1346
dryolimnas cuvieri,1347
dryolimnas augusti,1348
aphanapteryx bonasia,1349
aphanapteryx leguati,1350
erythromachus leguati,1350
crecopsis egregia,1351
crex egregia,1351
crex crex,1352
rougetius rougetii,1353
aramidopsis plateni,1354
lewinia plateni,1354
atlantisea elpenor,1355
mundia elpenor,1355
aphanocrex podarces,1356
atlantisia podarces,1356
atlantisia rogersi,1357
aramides mangle,1358
aramides axillaris,1359
aramides cajanea,1360
aramides cajaneus,1360
aramides gutturalis,1361
aramides wolfi,1362
aramides ypecaha,1363
aramides saracura,1364
aramides calopterus,1365
amaurolimnas concolor,1366
gymnocrex rosenbergii,1367
gymnocrex talaudensis,1368
gymnocrex plumbeiventris,1369
amaurornis akool,1370
zapornia akool,1370
amaurornis isabellina,1371
amaurornis isabellinus,1371
amaurornis olivacea,1372
amaurornis olivaceus,1372
amaurornis moluccana,1373
amaurornis moluccanus,1373
amaurornis magnirostris,1374
amaurornis phoenicurus,1375
scardafella squammata,2004
amaurornis flavirostra,1376
amaurornis flavirostris,1376
limnocorax flavirostra,1376
zapornia flavirostra,1376
amaurornis olivieri,1377
porzana olivieri,1377
zapornia olivieri,1377
porzana astrictocarpus,1378
zapornia astrictocarpus,1378
amaurornis bicolor,1379
porzana bicolor,1379
zapornia bicolor,1379
porzana parva,1380
zapornia parva,1380
porzana pusilla,1381
zapornia pusilla,1381
porzana porzana,1382
porzana fluminea,1383
porzana carolina,1384
porzana spiloptera,1385
porzana albicollis,1386
