Species	Class	Habitat breadth (Within-class co-occurrence index; multiplicative beta)	Habitat breadth (co-occurrence among species from all four classes; multiplicative beta)	Habitat breadth (Within-class co-occurrence index; additive beta)	Habitat breadth (co-occurrence among species from all four classes; additive beta)	Number-habitat-classes	Total-number-IUCN-habitat-categories
Lonchura-punctulata	AVES	4.860613533	5.062622879	5915.888889	12399.22222	5	9
Lonchura-quinticolor	AVES	4.402346316	4.505526628	5179.857143	10965.28571	5	7
Lonchura-spectabilis	AVES	2.448808757	2.579649123	2251	4503	3	4
Lonchura-striata	AVES	2.697544372	2.863571767	2793.8	5508.6	3	5
Lonchura-stygia	AVES	2.950541286	3.031853168	2298.25	4290.75	2	4
Lonchura-teerinki	AVES	2.772026867	2.825444421	2243.5	4262.5	2	4
Lonchura-tristissima	AVES	3.414199265	3.468475744	4469.2	9170.4	4	5
Lonchura-vana	AVES	0.997797357	0.999120493	0	0	1	1
Lophaetus-occipitalis	AVES	3.871036128	4.076409224	5418.166667	11207.33333	3	6
Lophodytes-cucullatus	AVES	4.692982456	4.973517409	2106	5721.375	3	8
Lophoictinia-isura	AVES	2.726320462	2.892639993	4862.75	11129.25	2	4
Lopholaimus-antarcticus	AVES	2.682391889	2.863344452	4066.5	9358.25	1	4
Lophonetta-specularioides	AVES	3.595238095	4.666542682	1091	2191.555556	2	9
Lophophorus-impejanus	AVES	2.348764045	2.233283804	1001.333333	2491	3	3
Lophophorus-lhuysii	AVES	0.997797357	0.999120493	0	0	1	1
Lophophorus-sclateri	AVES	2.407366071	2.375272439	841.6666667	2314.666667	3	3
Lophorina-superba	AVES	2.302275655	2.309915365	3034	6346.666667	2	3
Lophornis-adorabilis	AVES	2.038466049	2.128041887	2952.666667	6320.666667	2	3
Lophornis-brachylophus	AVES	1.943781776	2.022310757	3218.666667	7271.333333	2	3
Lophornis-chalybeus	AVES	2.200091943	2.319466248	3481.666667	7285.333333	2	3
Lophornis-delattrei	AVES	2.268422808	2.436277168	3805	8608.25	2	4
Lophornis-gouldii	AVES	2.200091943	2.319466248	3481.666667	7285.333333	2	3
Lophornis-helenae	AVES	2.244874434	2.37693583	3780.75	8514.25	2	4
Lophornis-magnificus	AVES	2.555566359	2.72553333	4000.75	8433.25	2	4
Lophornis-ornatus	AVES	3.444425503	3.626616403	4780.666667	9987.833333	3	6
Lophornis-pavoninus	AVES	1.8705615	1.958153224	3065.666667	6946.333333	1	3
Lophornis-stictolophus	AVES	2.825413223	3.10425452	4595.2	10080.8	3	5
Lophospingus-griseocristatus	AVES	2.938687922	3.073153153	3163	5754	3	4
Lophospingus-pusillus	AVES	1.82005998	1.86020202	1231.5	2130	1	2
Lophostrix-cristata	AVES	1.469689958	1.503215259	2031	4618	1	2
Lophotibis-cristata	AVES	1.97553313	2.058730731	3416.666667	7830.666667	1	3
Lophotriccus-eulophotes	AVES	2.291107383	2.436313377	3079	6582.666667	2	3
Lophotriccus-galeatus	AVES	3.595209165	3.86462651	4984.666667	10828.33333	3	6
Lophotriccus-pileatus	AVES	1.8705615	1.958153224	3065.666667	6946.333333	1	3
Lophotriccus-vitiosus	AVES	1.781703691	1.830064225	2235.5	4783	1	2
Lophotriorchis-kienerii	AVES	1.654661632	1.697798345	2255	4977	1	2
Lophozosterops-dohertyi	AVES	2.550620454	2.696215011	4530.75	9893.75	3	4
Lophozosterops-goodfellowi	AVES	0.999723604	0.999873801	0	0	1	1
Lophozosterops-javanicus	AVES	0.999723604	0.999873801	0	0	1	1
Lophozosterops-pinaiae	AVES	0.999723604	0.999873801	0	0	1	1
Lophozosterops-squamiceps	AVES	0.999723604	0.999873801	0	0	1	1
Lophozosterops-superciliaris	AVES	2.277291571	2.40552017	2774	5959	2	3
Lophura-bulweri	AVES	1.469689958	1.503215259	2031	4618	1	2
Lophura-diardi	AVES	1.672496518	1.748794562	2173.5	4737.5	2	2
Lophura-edwardsi	AVES	0.999801035	0.999904086	0	0	1	1
Lophura-erythrophthalma	AVES	0.999801035	0.999904086	0	0	1	1
Lophura-hatinhensis	AVES	0.999801035	0.999904086	0	0	1	1
Lophura-hoogerwerfi	AVES	0.999723604	0.999873801	0	0	1	1
Lophura-ignita	AVES	0.999801035	0.999904086	0	0	1	1
Lophura-inornata	AVES	0.999723604	0.999873801	0	0	1	1
Lophura-leucomelanos	AVES	2.338043882	2.461538462	3599	7506	3	3
Lophura-nycthemera	AVES	2.206588382	2.245850622	3871.333333	8408	2	3
Lophura-swinhoii	AVES	0.998841251	0.999588308	0	0	1	1
Loriculus-amabilis	AVES	3.105426074	3.423782136	4626.2	9862.4	3	5
Loriculus-aurantiifrons	AVES	0.999801035	0.999904086	0	0	1	1
Loriculus-beryllinus	AVES	3.196785066	3.171528829	3390.2	6313.2	4	5
Loriculus-catamene	AVES	2.381164384	2.459344957	4034	8957	3	4
Loriculus-exilis	AVES	2.825957447	3.093213504	4292	9084.5	2	4
Loriculus-flosculus	AVES	1.469689958	1.503215259	2031	4618	1	2
Loriculus-galgulus	AVES	3.508047098	3.839715049	5143.571429	10934.71429	4	7
Loriculus-philippensis	AVES	2.853646062	3.090030613	5074.8	11334.4	3	5
Loriculus-pusillus	AVES	2.061917515	2.144399877	3305.333333	7419	1	3
Loriculus-sclateri	AVES	2.297736917	2.452172303	3671	7844.666667	2	3
Loriculus-stigmatus	AVES	3.376326793	3.676515537	4926.333333	10509	4	6
Loriculus-tener	AVES	0.999801035	0.999904086	0	0	1	1
Loriculus-vernalis	AVES	3.700444884	3.990056952	5464	11879.375	4	8
Lorius-albidinucha	AVES	1.469689958	1.503215259	2031	4618	1	2
Lorius-chlorocercus	AVES	3.024802923	3.321052804	5266.5	11803.16667	3	6
Lorius-domicella	AVES	1.469689958	1.503215259	2031	4618	1	2
Lorius-garrulus	AVES	2.381164384	2.459344957	4034	8957	3	4
Lorius-hypoinochrous	AVES	3.260512259	3.58870768	5502.333333	12196.83333	3	6
Lorius-lory	AVES	2.652886047	2.725911216	4718.75	10430.25	2	4
Loxia-curvirostra	AVES	1.744632768	1.799616491	660	1669	2	2
Loxia-leucoptera	AVES	1.680440771	1.793177738	371.5	1105.5	1	2
Loxia-megaplaga	AVES	0.999723604	0.999873801	0	0	1	1
Loxia-pytyopsittacus	AVES	1.680440771	1.793177738	371.5	1105.5	1	2
Loxia-scotica	AVES	0.998841251	0.999588308	0	0	1	1
Loxigilla-barbadensis	AVES	3.986102175	4.348059621	5802.25	12467.5	4	8
Loxigilla-noctis	AVES	3.986102175	4.348059621	5802.25	12467.5	4	8
Loxigilla-portoricensis	AVES	3.105859375	3.404800423	5392	12140.83333	2	6
Loxigilla-violacea	AVES	3.26190064	3.575420126	5601.142857	12721	3	7
Loxioides-bailleui	AVES	0.999462366	0.999739312	0	0	1	1
Loxipasser-anoxanthus	AVES	2.658401211	2.808820976	4602.4	10418	2	5
Loxops-caeruleirostris	AVES	0.999723604	0.999873801	0	0	1	1
Loxops-coccineus	AVES	0.999723604	0.999873801	0	0	1	1
Lugensa-brevirostris	AVES	4.170050761	6.387044415	1250	3319.909091	2	11
Lullula-arborea	AVES	4.627546421	4.373278689	2875.571429	5880.142857	3	7
Lurocalis-rufiventris	AVES	0.999723604	0.999873801	0	0	1	1
Lurocalis-semitorquatus	AVES	1.781703691	1.830064225	2235.5	4783	1	2
Luscinia-brunnea	AVES	2.472247011	2.610065106	4125.5	9151	3	4
Luscinia-calliope	AVES	5.936682144	6.270578778	4873.916667	10928.66667	5	12
Luscinia-cyane	AVES	4.551819279	4.951323655	5150.25	11568.5	3	8
Luscinia-luscinia	AVES	5.00320836	5.252683266	4368.1	9787.7	5	10
Luscinia-megarhynchos	AVES	4.769163763	5.108525262	6058.8	13629.8	4	10
Luscinia-obscura	AVES	2.695003143	2.690080915	3596.666667	8077.333333	2	3
Luscinia-pectardens	AVES	3.12651357	3.122389638	3820.75	8030	3	4
Luscinia-pectoralis	AVES	4.952974151	4.90200605	3627.571429	7003.428571	2	7
Luscinia-ruficeps	AVES	3.260997067	3.109996657	1350.25	3156.5	3	4
Luscinia-sibilans	AVES	3.314055561	3.481732881	4482.4	9945.8	3	5
Luscinia-svecica	AVES	9.637172285	9.484081063	5615.913043	12687.65217	7	23
Lybius-bidentatus	AVES	3.411001557	3.730447657	5974.428571	13437.14286	4	7
Lybius-chaplini	AVES	2.919784496	2.964778789	2566.6	5010.4	2	5
Lybius-dubius	AVES	2.72272675	2.936133201	2998.2	6233.8	4	5
Lybius-guifsobalito	AVES	3.261026645	3.478076597	5007.666667	10720.33333	3	6
Lybius-leucocephalus	AVES	3.294917521	3.650394589	3432.666667	7837.333333	4	6
Lybius-melanopterus	AVES	3.407929944	3.595071456	4950.5	10321.16667	3	6
Lybius-minor	AVES	3.346747777	3.592841885	5016	10722.83333	4	6
Lybius-rolleti	AVES	3.33486478	3.652700335	3727.833333	8326.5	4	6
Lybius-rubrifacies	AVES	0.999431172	0.999635036	0	0	1	1
Lybius-torquatus	AVES	3.471669219	3.71372597	3229	7388.666667	3	6
Lybius-undatus	AVES	2.587196468	2.859059424	2697.25	6375.25	4	4
Lybius-vieilloti	AVES	3.261026645	3.478076597	5007.666667	10720.33333	3	6
Lycocorax-pyrrhopterus	AVES	3.847623714	4.15998993	5813	12552.875	4	8
Lymnocryptes-minimus	AVES	3.525896414	3.367444529	888.6	2476.4	3	5
Macgregoria-pulchra	AVES	1.735422106	1.815899582	1691	3803.5	2	2
Machaerirhynchus-flaviventer	AVES	1.582601181	1.630444219	2023.5	4358	1	2
Machaerirhynchus-nigripectus	AVES	2.302275655	2.309915365	3034	6346.666667	2	3
Machaeropterus-deliciosus	AVES	1.469689958	1.503215259	2031	4618	1	2
Machaeropterus-pyrocephalus	AVES	0.999801035	0.999904086	0	0	1	1
Machaeropterus-regulus	AVES	1.469689958	1.503215259	2031	4618	1	2
Macheiramphus-alcinus	AVES	4.317205984	4.685023847	6625.875	14487.75	6	8
Machetornis-rixosa	AVES	3.850844664	3.863190184	3460.5	6223.666667	4	6
Mackenziaena-leachii	AVES	3.000188929	3.300191327	5294.5	12023.33333	2	6
Mackenziaena-severa	AVES	2.244874434	2.37693583	3780.75	8514.25	2	4
Macroagelaius-imthurni	AVES	0.999723604	0.999873801	0	0	1	1
Macroagelaius-subalaris	AVES	0.999723604	0.999873801	0	0	1	1
Macrocephalon-maleo	AVES	4.002418605	4.105206752	5380.333333	11590.66667	3	6
Macrodipteryx-longipennis	AVES	3.309196837	3.4340501	3171.857143	6275.285714	3	7
Macrodipteryx-vexillarius	AVES	3.305099102	3.240545366	2722.4	5522.6	3	5
Macronectes-giganteus	AVES	1.814074718	2.166099031	235.25	371.9166667	2	12
Macronectes-halli	AVES	1.472386895	1.79828816	138.6363636	255.3636364	2	11
Macronous-bornensis	AVES	4.636053212	4.930793911	5680.111111	11707.77778	5	9
Macronous-flavicollis	AVES	1.654661632	1.697798345	2255	4977	1	2
Macronous-gularis	AVES	3.490490422	3.785446026	5238.857143	11549.85714	4	7
Macronous-kelleyi	AVES	0.999801035	0.999904086	0	0	1	1
Macronous-ptilosus	AVES	2.402080507	2.557194699	3101	6580.666667	1	3
Macronous-striaticeps	AVES	1.980553626	2.08782503	3295.333333	7461.666667	2	3
Macronyx-ameliae	AVES	1.783985102	1.74540103	211.5	507.5	2	2
Macronyx-aurantiigula	AVES	1.648520278	1.635304273	888.5	1473	1	2
Macronyx-capensis	AVES	4.997425233	5.034755134	2523.875	5109	3	8
Macronyx-croceus	AVES	3.608588957	3.595073133	2127	4046.2	2	5
Macronyx-flavicollis	AVES	0.997797357	0.999120493	0	0	1	1
Macronyx-fuellebornii	AVES	4.926335175	4.716082659	2133	4137	3	6
Macronyx-sharpei	AVES	0.997797357	0.999120493	0	0	1	1
Macropsalis-forcipata	AVES	0.998908297	0.999133449	0	0	1	1
Macropygia-amboinensis	AVES	2.067590594	2.166326877	3133.666667	6866	1	3
Macropygia-emiliana	AVES	2.067590594	2.166326877	3133.666667	6866	1	3
Macropygia-mackinlayi	AVES	1.71617686	1.753871681	1353.5	2727	1	2
Macropygia-magna	AVES	0.999801035	0.999904086	0	0	1	1
Macropygia-nigrirostris	AVES	1.469689958	1.503215259	2031	4618	1	2
Macropygia-ruficeps	AVES	2.535755574	2.65244587	4650.5	10304	2	4
Macropygia-rufipennis	AVES	0.999462366	0.999739312	0	0	1	1
Macropygia-tenuirostris	AVES	1.582601181	1.630444219	2023.5	4358	1	2
Macropygia-unchall	AVES	2.849903475	2.902002356	3834	8075	3	4
Macrosphenus-concolor	AVES	0.999801035	0.999904086	0	0	1	1
Macrosphenus-flavicans	AVES	1.469689958	1.503215259	2031	4618	1	2
Macrosphenus-kempi	AVES	1.469689958	1.503215259	2031	4618	1	2
Macrosphenus-kretschmeri	AVES	1.469689958	1.503215259	2031	4618	1	2
Macrosphenus-pulitzeri	AVES	0.999462366	0.999739312	0	0	1	1
Madanga-ruficollis	AVES	0.999723604	0.999873801	0	0	1	1
Malacocincla-abbotti	AVES	3.474279558	3.745647306	4594.5	10014.83333	3	6
Malacocincla-cinereiceps	AVES	2.06254476	2.196672275	2968.333333	6402	2	3
Malacocincla-malaccensis	AVES	3.341238248	3.555115122	4608.166667	10099.66667	4	6
Malacocincla-sepiaria	AVES	2.438924456	2.446549818	4215.25	9162	2	4
Malaconotus-alius	AVES	0.999723604	0.999873801	0	0	1	1
Malaconotus-blanchoti	AVES	3.482971288	3.892903883	5177.285714	11369.28571	4	7
Malaconotus-cruentus	AVES	2.660990482	2.828685992	4468.4	9943.2	3	5
Malaconotus-gladiator	AVES	1.905206287	1.876393334	1844	3971.5	2	2
Malaconotus-lagdeni	AVES	1.8705615	1.958153224	3065.666667	6946.333333	1	3
Malaconotus-monteiri	AVES	1.943781776	2.022310757	3218.666667	7271.333333	2	3
Malacopteron-affine	AVES	3.085711531	3.193028992	4327.6	9426.2	3	5
Malacopteron-albogulare	AVES	2.277418503	2.383122802	3227.333333	7081.666667	1	3
Malacopteron-cinereum	AVES	2.183390097	2.287907226	3012.333333	6405.333333	1	3
Malacopteron-magnirostre	AVES	2.859730608	3.010481152	4005	8201.25	2	4
Malacopteron-magnum	AVES	2.291107383	2.436313377	3079	6582.666667	2	3
Malacopteron-palawanense	AVES	1.582601181	1.630444219	2023.5	4358	1	2
Malacoptila-fulvogularis	AVES	1.97553313	2.058730731	3416.666667	7830.666667	1	3
Malacoptila-fusca	AVES	2.626174982	2.677193155	3936.75	8551.75	3	4
Malacoptila-mystacalis	AVES	2.279365591	2.419201001	3973.75	9077.5	1	4
Malacoptila-panamensis	AVES	2.782381829	2.913535233	4646.6	10287.4	2	5
Malacoptila-rufa	AVES	3.044153436	3.117884357	4410.75	9451	3	4
Malacoptila-semicincta	AVES	0.999801035	0.999904086	0	0	1	1
Malacoptila-striata	AVES	1.8705615	1.958153224	3065.666667	6946.333333	1	3
Malacorhynchus-membranaceus	AVES	2.03021148	2.441891892	114.6666667	1068	1	3
Malcorus-pectoralis	AVES	1.62691539	1.580319442	942	1581.5	2	2
Malia-grata	AVES	0.999723604	0.999873801	0	0	1	1
Malimbus-ballmanni	AVES	0.999801035	0.999904086	0	0	1	1
Malimbus-cassini	AVES	3.445239112	3.464737524	4582.4	9898.4	3	5
Malimbus-coronatus	AVES	2.621111232	2.788202584	3713.75	8201.25	2	4
Malimbus-erythrogaster	AVES	1.654661632	1.697798345	2255	4977	1	2
Malimbus-ibadanensis	AVES	3.49371724	3.679305961	4962.428571	10236.71429	4	7
Malimbus-malimbicus	AVES	2.243528284	2.345901978	3027.333333	6509.333333	2	3
Malimbus-nitens	AVES	2.038466049	2.128041887	2952.666667	6320.666667	2	3
Malimbus-racheliae	AVES	0.999801035	0.999904086	0	0	1	1
Malimbus-rubricollis	AVES	2.038466049	2.128041887	2952.666667	6320.666667	2	3
Malimbus-scutatus	AVES	3.461252785	3.676402171	4971.5	10356	3	6
Malurus-alboscapulatus	AVES	3.436858545	3.54340836	5462	11866	3	6
Malurus-amabilis	AVES	2.178903168	2.30849359	3089.333333	6533	1	3
Malurus-coronatus	AVES	1.836230205	1.879538806	1083.5	2556.5	2	2
Malurus-cyaneus	AVES	3.38178733	3.441563518	4212	9370.5	3	4
Malurus-cyanocephalus	AVES	2.720284847	2.702487755	4107.75	8777.75	3	4
Malurus-elegans	AVES	1.518684604	1.513043478	348	1004	2	2
Malurus-grayi	AVES	0.999801035	0.999904086	0	0	1	1
Malurus-lamberti	AVES	1.872118312	1.865272938	1003.5	1863.5	1	2
Malurus-leucopterus	AVES	1.872118312	1.865272938	1003.5	1863.5	1	2
Malurus-melanocephalus	AVES	1.654932302	1.692771084	847.5	1611	1	2
Malurus-pulcherrimus	AVES	1.917602996	1.930252833	981	2135	2	2
Malurus-splendens	AVES	3.09660767	3.307663411	2844	6144	3	5
Manacus-aurantiacus	AVES	2.133747669	2.262663085	3041.333333	6582	3	3
Manacus-candei	AVES	2.133747669	2.262663085	3041.333333	6582	3	3
Manacus-manacus	AVES	2.647922786	2.743340294	3928	8557.75	3	4
Manacus-vitellinus	AVES	1.582601181	1.630444219	2023.5	4358	1	2
Mandingoa-nitidula	AVES	3.049053053	3.168529717	4355.75	8876.25	3	4
Manorina-flavigula	AVES	3.30820547	3.504202942	3461	7150.857143	4	7
Manorina-melanocephala	AVES	4.740207114	4.894340116	4154.5	8938.9	4	10
Manorina-melanophrys	AVES	3.614471582	3.570452104	2291.8	5265.8	3	5
Manorina-melanotis	AVES	1.518645861	1.555378993	981.5	1748.5	2	2
Manucodia-ater	AVES	3.645961821	3.97815243	5149.285714	11003.57143	3	7
Manucodia-chalybatus	AVES	1.469689958	1.503215259	2031	4618	1	2
Manucodia-comrii	AVES	3.173827194	3.414341663	5322.166667	11611.16667	3	6
Manucodia-jobiensis	AVES	1.781703691	1.830064225	2235.5	4783	1	2
Manucodia-keraudrenii	AVES	2.062343096	2.161864233	3386.333333	7554.666667	1	3
Margaroperdix-madagascariensis	AVES	3.090854211	3.277842642	5542.6	12096.8	3	5
Margarops-fuscatus	AVES	3.69617678	4.064179882	5491.571429	11759.57143	4	7
Margarops-fuscus	AVES	2.530944024	2.708783179	4144.5	9062.25	2	4
Margarornis-bellulus	AVES	0.999723604	0.999873801	0	0	1	1
Margarornis-rubiginosus	AVES	0.999723604	0.999873801	0	0	1	1
Margarornis-squamiger	AVES	0.999723604	0.999873801	0	0	1	1
Margarornis-stellatus	AVES	0.999723604	0.999873801	0	0	1	1
Marmaronetta-angustirostris	AVES	4.544502618	4.566926346	678	2239.444444	2	9
Masius-chrysopterus	AVES	1.469689958	1.503215259	2031	4618	1	2
Mayrornis-lessoni	AVES	2.542942834	2.595726422	4245.25	9298.5	2	4
Mayrornis-schistaceus	AVES	0.999801035	0.999904086	0	0	1	1
Mayrornis-versicolor	AVES	0.999801035	0.999904086	0	0	1	1
Mearnsia-novaeguineae	AVES	0.999801035	0.999904086	0	0	1	1
Mearnsia-picina	AVES	0.999801035	0.999904086	0	0	1	1
Mecocerculus-calopterus	AVES	2.581578008	2.773479889	4431	10133.6	2	5
Mecocerculus-hellmayri	AVES	1.469689958	1.503215259	2031	4618	1	2
Mecocerculus-leucophrys	AVES	3.127493495	3.253049003	3680.5	7713.75	3	4
Mecocerculus-minor	AVES	1.674435411	1.718727915	1867.5	4069	1	2
Mecocerculus-poecilocercus	AVES	0.999723604	0.999873801	0	0	1	1
Mecocerculus-stictopterus	AVES	2.478773229	2.625291285	3263.666667	6975.666667	2	3
Megabyas-flammulatus	AVES	2.244874434	2.37693583	3780.75	8514.25	2	4
Megaceryle-alcyon	AVES	3.854216645	3.918045831	2578.833333	6113.333333	3	6
Megaceryle-lugubris	AVES	2.755839039	2.715206238	4680.75	10448.75	2	4
Megaceryle-maxima	AVES	11.83787869	12.35113032	6883.92	14602.64	5	25
Megaceryle-torquata	AVES	8.919303558	9.330422344	6539.375	13832.625	5	16
Megacrex-inepta	AVES	2.402080507	2.557194699	3101	6580.666667	1	3
Megadyptes-antipodes	AVES	4.836342458	6.45252306	1647.75	4188.083333	4	12
Megalaima-armillaris	AVES	2.381164384	2.459344957	4034	8957	3	4
Megalaima-asiatica	AVES	2.824342576	2.92438477	4593.6	10119.8	3	5
Megalaima-australis	AVES	3.01542571	3.23689111	5031.166667	11412.5	4	6
Megalaima-chrysopogon	AVES	2.449308545	2.582140787	3957.25	8873.25	2	4
Megalaima-corvina	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-eximia	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-faber	AVES	2.542942834	2.595726422	4245.25	9298.5	2	4
Megalaima-faiostricta	AVES	1.654661632	1.697798345	2255	4977	1	2
Megalaima-flavifrons	AVES	2.895434003	2.884588043	4866.2	10605.2	4	5
Megalaima-franklinii	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-haemacephala	AVES	3.689963091	4.021011162	5649.25	12653.75	4	8
Megalaima-henricii	AVES	2.243528284	2.345901978	3027.333333	6509.333333	2	3
Megalaima-incognita	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-javensis	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-lagrandieri	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-lineata	AVES	3.104450751	3.272347064	5068.166667	11410.83333	3	6
Megalaima-monticola	AVES	2.381164384	2.459344957	4034	8957	3	4
Megalaima-mystacophanos	AVES	1.632980333	1.675788532	2093	4532.5	2	2
Megalaima-nuchalis	AVES	2.542942834	2.595726422	4245.25	9298.5	2	4
Megalaima-oorti	AVES	2.542942834	2.595726422	4245.25	9298.5	2	4
Megalaima-pulcherrima	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalaima-rafflesii	AVES	1.632980333	1.675788532	2093	4532.5	2	2
Megalaima-rubricapillus	AVES	3.173627795	3.196742728	4705.6	10090.2	4	5
Megalaima-virens	AVES	2.025356577	2.060334833	3451.666667	7622.333333	2	3
Megalaima-viridis	AVES	3.104450751	3.272347064	5068.166667	11410.83333	3	6
Megalaima-zeylanica	AVES	3.233855186	3.435483871	4567	9916.666667	4	6
Megalurulus-grosvenori	AVES	0.999723604	0.999873801	0	0	1	1
Megalurulus-llaneae	AVES	1.94996737	1.949073131	2184.5	4660	2	2
Megalurulus-mariei	AVES	3.200567644	3.406571154	4653	9508.4	3	5
Megalurulus-rubiginosus	AVES	2.025356577	2.060334833	3451.666667	7622.333333	2	3
Megalurulus-whitneyi	AVES	1.469689958	1.503215259	2031	4618	1	2
Megalurus-albolimbatus	AVES	2.447722058	2.560663334	1105.25	3200.75	1	4
Megalurus-gramineus	AVES	4.147526955	4.335284618	3066.166667	5508.666667	5	6
Megalurus-palustris	AVES	4.174360574	3.916057534	3393.333333	6184.5	4	6
Megalurus-timoriensis	AVES	4.708877722	4.644718674	3164.142857	6034.571429	5	7
Megapodius-affinis	AVES	2.061917515	2.144399877	3305.333333	7419	1	3
Megapodius-bernsteinii	AVES	3.749596323	4.194335276	5535.25	11786.5	3	8
Megapodius-cumingii	AVES	3.69925209	3.99359437	5113.833333	11061.33333	3	6
Megapodius-eremita	AVES	2.764490095	2.866132142	4209.75	9194.5	2	4
Megapodius-freycinet	AVES	3.188811189	3.38917168	3678.75	7745.5	2	4
Megapodius-geelvinkianus	AVES	2.601672916	2.818163265	4165.75	8910	2	4
Megapodius-laperouse	AVES	2.8699855	3.029891987	3870	8082	4	4
Megapodius-layardi	AVES	0.999801035	0.999904086	0	0	1	1
Megapodius-nicobariensis	AVES	0.999801035	0.999904086	0	0	1	1
Megapodius-pritchardii	AVES	2.984521307	2.988780853	3462.666667	7091.666667	3	3
Megapodius-reinwardt	AVES	2.70079609	2.929548809	4316.6	9674.6	2	5
Megapodius-tenimberensis	AVES	1.582601181	1.630444219	2023.5	4358	1	2
Megarynchus-pitangua	AVES	3.327700905	3.626175358	4999.571429	10813.71429	4	7
Megascops-albogularis	AVES	1.87307215	1.906944323	2463.5	5205.5	2	2
Megascops-asio	AVES	3.559112737	3.614758358	3731.333333	7548.5	4	6
Megascops-atricapilla	AVES	3.151423437	3.36967476	4550.4	10347	2	5
Megascops-barbarus	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-choliba	AVES	4.167672501	4.57305261	6299.6	14018.8	4	10
Megascops-clarkii	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-colombianus	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-cooperi	AVES	3.015369837	3.271046815	4197	9043.4	1	5
Megascops-guatemalae	AVES	1.97553313	2.058730731	3416.666667	7830.666667	1	3
Megascops-hoyi	AVES	1.790434465	1.812244898	2166	4777	1	2
Megascops-ingens	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-kennicottii	AVES	5.038922156	5.44230966	6746	15786.54545	4	11
Megascops-koepckeae	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-marshalli	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-nudipes	AVES	2.870550735	3.050120611	4226.2	9179.8	3	5
Megascops-petersoni	AVES	0.999723604	0.999873801	0	0	1	1
Megascops-roboratus	AVES	2.825413223	3.10425452	4595.2	10080.8	3	5
Megascops-sanctaecatarinae	AVES	3.462601448	3.477132879	3743.333333	7448.5	4	6
Megascops-seductus	AVES	2.49007674	2.666173752	2816.5	5634.75	3	4
Megascops-trichopsis	AVES	2.685822475	2.812634364	3785.25	8221.75	2	4
Megascops-watsonii	AVES	1.781703691	1.830064225	2235.5	4783	1	2
Megastictus-margaritatus	AVES	1.654661632	1.697798345	2255	4977	1	2
Megatriorchis-doriae	AVES	2.062343096	2.161864233	3386.333333	7554.666667	1	3
Megaxenops-parnaguae	AVES	1.767393868	1.83381437	2604	5490	2	2
Megazosterops-palauensis	AVES	0.999801035	0.999904086	0	0	1	1
Meiglyptes-jugularis	AVES	1.582601181	1.630444219	2023.5	4358	1	2
